MATCHUP,GAME_ID,SEASON,GAME_DATE,HOME_TEAM_NICKNAME,HOME_TEAM_ID,AWAY_TEAM_NICKNAME,AWAY_TEAM_ID
03/09/2023 Nets at Bucks,0022200995,2022-23,2023-03-09, Bucks,1610612749, Nets,1610612751
03/07/2023 Bucks at Magic,0022200978,2022-23,2023-03-07, Magic,1610612753, Bucks,1610612749
03/05/2023 Bucks at Wizards,0022200973,2022-23,2023-03-05, Wizards,1610612764, Bucks,1610612749
03/04/2023 76ers at Bucks,0022200960,2022-23,2023-03-04, Bucks,1610612749, 76ers,1610612755
03/01/2023 Magic at Bucks,0022200939,2022-23,2023-03-01, Bucks,1610612749, Magic,1610612753
02/28/2023 Bucks at Nets,0022200924,2022-23,2023-02-28, Nets,1610612751, Bucks,1610612749
02/26/2023 Suns at Bucks,0022200910,2022-23,2023-02-26, Bucks,1610612749, Suns,1610612756
02/06/2023 Bucks at Trail Blazers,0022200815,2022-23,2023-02-06, Trail Blazers,1610612757, Bucks,1610612749
01/31/2023 Hornets at Bucks,0022200767,2022-23,2023-01-31, Bucks,1610612749, Hornets,1610612766
01/27/2023 Bucks at Pacers,0022200736,2022-23,2023-01-27, Pacers,1610612754, Bucks,1610612749
01/23/2023 Bucks at Pistons,0022200706,2022-23,2023-01-23, Pistons,1610612765, Bucks,1610612749
01/17/2023 Raptors at Bucks,0022200665,2022-23,2023-01-17, Bucks,1610612749, Raptors,1610612761
01/16/2023 Pacers at Bucks,0022200657,2022-23,2023-01-16, Bucks,1610612749, Pacers,1610612754
01/09/2023 Bucks at Knicks,0022200607,2022-23,2023-01-09, Knicks,1610612752, Bucks,1610612749
01/06/2023 Hornets at Bucks,0022200583,2022-23,2023-01-06, Bucks,1610612749, Hornets,1610612766
01/04/2023 Bucks at Raptors,0022200569,2022-23,2023-01-04, Raptors,1610612761, Bucks,1610612749
01/03/2023 Wizards at Bucks,0022200561,2022-23,2023-01-03, Bucks,1610612749, Wizards,1610612764
01/01/2023 Wizards at Bucks,0022200548,2022-23,2023-01-01, Bucks,1610612749, Wizards,1610612764
12/30/2022 Timberwolves at Bucks,0022200533,2022-23,2022-12-30, Bucks,1610612749, Timberwolves,1610612750
12/23/2022 Bucks at Nets,0022200483,2022-23,2022-12-23, Nets,1610612751, Bucks,1610612749
12/17/2022 Jazz at Bucks,0022200442,2022-23,2022-12-17, Bucks,1610612749, Jazz,1610612762
12/15/2022 Bucks at Grizzlies,0022200425,2022-23,2022-12-15, Grizzlies,1610612763, Bucks,1610612749
12/07/2022 Kings at Bucks,0022200369,2022-23,2022-12-07, Bucks,1610612749, Kings,1610612758
12/05/2022 Bucks at Magic,0022200353,2022-23,2022-12-05, Magic,1610612753, Bucks,1610612749
12/03/2022 Bucks at Hornets,0022200339,2022-23,2022-12-03, Hornets,1610612766, Bucks,1610612749
11/30/2022 Bucks at Knicks,0022200316,2022-23,2022-11-30, Knicks,1610612752, Bucks,1610612749
11/21/2022 Trail Blazers at Bucks,0022200251,2022-23,2022-11-21, Bucks,1610612749, Trail Blazers,1610612757
11/18/2022 Bucks at 76ers,0022200226,2022-23,2022-11-18, 76ers,1610612755, Bucks,1610612749
11/11/2022 Bucks at Spurs,0022200180,2022-23,2022-11-11, Spurs,1610612759, Bucks,1610612749
11/09/2022 Bucks at Thunder,0022200168,2022-23,2022-11-09, Thunder,1610612760, Bucks,1610612749
11/05/2022 Thunder at Bucks,0022200136,2022-23,2022-11-05, Bucks,1610612749, Thunder,1610612760
11/04/2022 Bucks at Timberwolves,0022200129,2022-23,2022-11-04, Timberwolves,1610612750, Bucks,1610612749
11/02/2022 Pistons at Bucks,0022200113,2022-23,2022-11-02, Bucks,1610612749, Pistons,1610612765
10/31/2022 Pistons at Bucks,0022200100,2022-23,2022-10-31, Bucks,1610612749, Pistons,1610612765
10/28/2022 Knicks at Bucks,0022200075,2022-23,2022-10-28, Bucks,1610612749, Knicks,1610612752
10/26/2022 Nets at Bucks,0022200060,2022-23,2022-10-26, Bucks,1610612749, Nets,1610612751
10/20/2022 Bucks at 76ers,0022200015,2022-23,2022-10-20, 76ers,1610612755, Bucks,1610612749
04/08/2023 Timberwolves at Spurs,0022201214,2022-23,2023-04-08, Spurs,1610612759, Timberwolves,1610612750
04/04/2023 Timberwolves at Nets,0022201180,2022-23,2023-04-04, Nets,1610612751, Timberwolves,1610612750
04/02/2023 Trail Blazers at Timberwolves,0022201166,2022-23,2023-04-02, Timberwolves,1610612750, Trail Blazers,1610612757
03/29/2023 Timberwolves at Suns,0022201144,2022-23,2023-03-29, Suns,1610612756, Timberwolves,1610612750
03/27/2023 Timberwolves at Kings,0022201128,2022-23,2023-03-27, Kings,1610612758, Timberwolves,1610612750
03/20/2023 Timberwolves at Knicks,0022201073,2022-23,2023-03-20, Knicks,1610612752, Timberwolves,1610612750
03/18/2023 Timberwolves at Raptors,0022201058,2022-23,2023-03-18, Raptors,1610612761, Timberwolves,1610612750
03/10/2023 Nets at Timberwolves,0022201001,2022-23,2023-03-10, Timberwolves,1610612750, Nets,1610612751
03/07/2023 76ers at Timberwolves,0022200980,2022-23,2023-03-07, Timberwolves,1610612750, 76ers,1610612755
03/04/2023 Timberwolves at Kings,0022200961,2022-23,2023-03-04, Kings,1610612758, Timberwolves,1610612750
02/24/2023 Hornets at Timberwolves,0022200898,2022-23,2023-02-24, Timberwolves,1610612750, Hornets,1610612766
02/16/2023 Wizards at Timberwolves,0022200884,2022-23,2023-02-16, Timberwolves,1610612750, Wizards,1610612764
02/10/2023 Timberwolves at Grizzlies,0022200841,2022-23,2023-02-10, Grizzlies,1610612763, Timberwolves,1610612750
02/08/2023 Timberwolves at Jazz,0022200828,2022-23,2023-02-08, Jazz,1610612762, Timberwolves,1610612750
02/03/2023 Magic at Timberwolves,0022200790,2022-23,2023-02-03, Timberwolves,1610612750, Magic,1610612753
01/30/2023 Kings at Timberwolves,0022200758,2022-23,2023-01-30, Timberwolves,1610612750, Kings,1610612758
01/28/2023 Kings at Timberwolves,0022200746,2022-23,2023-01-28, Timberwolves,1610612750, Kings,1610612758
01/27/2023 Grizzlies at Timberwolves,0022200737,2022-23,2023-01-27, Timberwolves,1610612750, Grizzlies,1610612763
01/19/2023 Raptors at Timberwolves,0022200680,2022-23,2023-01-19, Timberwolves,1610612750, Raptors,1610612761
01/16/2023 Jazz at Timberwolves,0022200662,2022-23,2023-01-16, Timberwolves,1610612750, Jazz,1610612762
01/13/2023 Suns at Timberwolves,0022200637,2022-23,2023-01-13, Timberwolves,1610612750, Suns,1610612756
01/11/2023 Timberwolves at Pistons,0022200618,2022-23,2023-01-11, Pistons,1610612765, Timberwolves,1610612750
01/04/2023 Trail Blazers at Timberwolves,0022200571,2022-23,2023-01-04, Timberwolves,1610612750, Trail Blazers,1610612757
12/31/2022 Pistons at Timberwolves,0022200544,2022-23,2022-12-31, Timberwolves,1610612750, Pistons,1610612765
12/16/2022 Timberwolves at Thunder,0022200435,2022-23,2022-12-16, Thunder,1610612760, Timberwolves,1610612750
12/12/2022 Timberwolves at Trail Blazers,0022200407,2022-23,2022-12-12, Trail Blazers,1610612757, Timberwolves,1610612750
12/10/2022 Timberwolves at Trail Blazers,0022200394,2022-23,2022-12-10, Trail Blazers,1610612757, Timberwolves,1610612750
12/09/2022 Timberwolves at Jazz,0022200385,2022-23,2022-12-09, Jazz,1610612762, Timberwolves,1610612750
12/07/2022 Pacers at Timberwolves,0022200370,2022-23,2022-12-07, Timberwolves,1610612750, Pacers,1610612754
12/03/2022 Thunder at Timberwolves,0022200341,2022-23,2022-12-03, Timberwolves,1610612750, Thunder,1610612760
11/30/2022 Grizzlies at Timberwolves,0022200317,2022-23,2022-11-30, Timberwolves,1610612750, Grizzlies,1610612763
11/28/2022 Timberwolves at Wizards,0022200300,2022-23,2022-11-28, Wizards,1610612764, Timberwolves,1610612750
11/25/2022 Timberwolves at Hornets,0022200272,2022-23,2022-11-25, Hornets,1610612766, Timberwolves,1610612750
11/23/2022 Timberwolves at Pacers,0022200262,2022-23,2022-11-23, Pacers,1610612754, Timberwolves,1610612750
11/19/2022 Timberwolves at 76ers,0022200237,2022-23,2022-11-19, 76ers,1610612755, Timberwolves,1610612750
11/16/2022 Timberwolves at Magic,0022200212,2022-23,2022-11-16, Magic,1610612753, Timberwolves,1610612750
11/11/2022 Timberwolves at Grizzlies,0022200181,2022-23,2022-11-11, Grizzlies,1610612763, Timberwolves,1610612750
11/09/2022 Suns at Timberwolves,0022200167,2022-23,2022-11-09, Timberwolves,1610612750, Suns,1610612756
11/07/2022 Knicks at Timberwolves,0022200153,2022-23,2022-11-07, Timberwolves,1610612750, Knicks,1610612752
11/01/2022 Timberwolves at Suns,0022200106,2022-23,2022-11-01, Suns,1610612756, Timberwolves,1610612750
10/30/2022 Timberwolves at Spurs,0022200092,2022-23,2022-10-30, Spurs,1610612759, Timberwolves,1610612750
10/26/2022 Spurs at Timberwolves,0022200062,2022-23,2022-10-26, Timberwolves,1610612750, Spurs,1610612759
10/24/2022 Spurs at Timberwolves,0022200050,2022-23,2022-10-24, Timberwolves,1610612750, Spurs,1610612759
10/23/2022 Timberwolves at Thunder,0022200041,2022-23,2022-10-23, Thunder,1610612760, Timberwolves,1610612750
10/21/2022 Jazz at Timberwolves,0022200025,2022-23,2022-10-21, Timberwolves,1610612750, Jazz,1610612762
10/19/2022 Thunder at Timberwolves,0022200010,2022-23,2022-10-19, Timberwolves,1610612750, Thunder,1610612760
04/09/2023 76ers at Nets,0022201217,2022-23,2023-04-09, Nets,1610612751, 76ers,1610612755
04/07/2023 Magic at Nets,0022201207,2022-23,2023-04-07, Nets,1610612751, Magic,1610612753
04/05/2023 Nets at Pistons,0022201189,2022-23,2023-04-05, Pistons,1610612765, Nets,1610612751
04/02/2023 Jazz at Nets,0022201164,2022-23,2023-04-02, Nets,1610612751, Jazz,1610612762
03/26/2023 Nets at Magic,0022201118,2022-23,2023-03-26, Magic,1610612753, Nets,1610612751
03/16/2023 Kings at Nets,0022201043,2022-23,2023-03-16, Nets,1610612751, Kings,1610612758
03/14/2023 Nets at Thunder,0022201031,2022-23,2023-03-14, Thunder,1610612760, Nets,1610612751
03/05/2023 Hornets at Nets,0022200965,2022-23,2023-03-05, Nets,1610612751, Hornets,1610612766
03/01/2023 Nets at Knicks,0022200937,2022-23,2023-03-01, Knicks,1610612752, Nets,1610612751
02/13/2023 Nets at Knicks,0022200862,2022-23,2023-02-13, Knicks,1610612752, Nets,1610612751
02/11/2023 76ers at Nets,0022200846,2022-23,2023-02-11, Nets,1610612751, 76ers,1610612755
02/07/2023 Suns at Nets,0022200817,2022-23,2023-02-07, Nets,1610612751, Suns,1610612756
02/04/2023 Wizards at Nets,0022200793,2022-23,2023-02-04, Nets,1610612751, Wizards,1610612764
01/28/2023 Knicks at Nets,0022200742,2022-23,2023-01-28, Nets,1610612751, Knicks,1610612752
01/26/2023 Pistons at Nets,0022200731,2022-23,2023-01-26, Nets,1610612751, Pistons,1610612765
01/25/2023 Nets at 76ers,0022200721,2022-23,2023-01-25, 76ers,1610612755, Nets,1610612751
01/20/2023 Nets at Jazz,0022200689,2022-23,2023-01-20, Jazz,1610612762, Nets,1610612751
01/19/2023 Nets at Suns,0022200681,2022-23,2023-01-19, Suns,1610612756, Nets,1610612751
01/17/2023 Nets at Spurs,0022200666,2022-23,2023-01-17, Spurs,1610612759, Nets,1610612751
01/15/2023 Thunder at Nets,0022200651,2022-23,2023-01-15, Nets,1610612751, Thunder,1610612760
01/02/2023 Spurs at Nets,0022200555,2022-23,2023-01-02, Nets,1610612751, Spurs,1610612759
12/31/2022 Nets at Hornets,0022200539,2022-23,2022-12-31, Hornets,1610612766, Nets,1610612751
12/18/2022 Nets at Pistons,0022200447,2022-23,2022-12-18, Pistons,1610612765, Nets,1610612751
12/16/2022 Nets at Raptors,0022200433,2022-23,2022-12-16, Raptors,1610612761, Nets,1610612751
12/12/2022 Nets at Wizards,0022200403,2022-23,2022-12-12, Wizards,1610612764, Nets,1610612751
12/10/2022 Nets at Pacers,0022200388,2022-23,2022-12-10, Pacers,1610612754, Nets,1610612751
12/07/2022 Hornets at Nets,0022200364,2022-23,2022-12-07, Nets,1610612751, Hornets,1610612766
12/02/2022 Raptors at Nets,0022200329,2022-23,2022-12-02, Nets,1610612751, Raptors,1610612761
11/30/2022 Wizards at Nets,0022200315,2022-23,2022-11-30, Nets,1610612751, Wizards,1610612764
11/28/2022 Magic at Nets,0022200302,2022-23,2022-11-28, Nets,1610612751, Magic,1610612753
11/27/2022 Trail Blazers at Nets,0022200290,2022-23,2022-11-27, Nets,1610612751, Trail Blazers,1610612757
11/25/2022 Nets at Pacers,0022200276,2022-23,2022-11-25, Pacers,1610612754, Nets,1610612751
11/23/2022 Nets at Raptors,0022200266,2022-23,2022-11-23, Raptors,1610612761, Nets,1610612751
11/22/2022 Nets at 76ers,0022200256,2022-23,2022-11-22, 76ers,1610612755, Nets,1610612751
11/20/2022 Grizzlies at Nets,0022200243,2022-23,2022-11-20, Nets,1610612751, Grizzlies,1610612763
11/17/2022 Nets at Trail Blazers,0022200221,2022-23,2022-11-17, Trail Blazers,1610612757, Nets,1610612751
11/15/2022 Nets at Kings,0022200210,2022-23,2022-11-15, Kings,1610612758, Nets,1610612751
11/09/2022 Knicks at Nets,0022200164,2022-23,2022-11-09, Nets,1610612751, Knicks,1610612752
11/05/2022 Nets at Hornets,0022200133,2022-23,2022-11-05, Hornets,1610612766, Nets,1610612751
11/04/2022 Nets at Wizards,0022200123,2022-23,2022-11-04, Wizards,1610612764, Nets,1610612751
10/31/2022 Pacers at Nets,0022200098,2022-23,2022-10-31, Nets,1610612751, Pacers,1610612754
10/29/2022 Pacers at Nets,0022200083,2022-23,2022-10-29, Nets,1610612751, Pacers,1610612754
10/24/2022 Nets at Grizzlies,0022200049,2022-23,2022-10-24, Grizzlies,1610612763, Nets,1610612751
10/21/2022 Raptors at Nets,0022200021,2022-23,2022-10-21, Nets,1610612751, Raptors,1610612761
04/09/2023 Pacers at Knicks,0022201220,2022-23,2023-04-09, Knicks,1610612752, Pacers,1610612754
04/05/2023 Knicks at Pacers,0022201190,2022-23,2023-04-05, Pacers,1610612754, Knicks,1610612752
04/02/2023 Wizards at Knicks,0022201168,2022-23,2023-04-02, Knicks,1610612752, Wizards,1610612764
03/23/2023 Knicks at Magic,0022201093,2022-23,2023-03-23, Magic,1610612753, Knicks,1610612752
03/14/2023 Knicks at Trail Blazers,0022201034,2022-23,2023-03-14, Trail Blazers,1610612757, Knicks,1610612752
03/09/2023 Knicks at Kings,0022200997,2022-23,2023-03-09, Kings,1610612758, Knicks,1610612752
03/07/2023 Hornets at Knicks,0022200979,2022-23,2023-03-07, Knicks,1610612752, Hornets,1610612766
02/24/2023 Knicks at Wizards,0022200895,2022-23,2023-02-24, Wizards,1610612764, Knicks,1610612752
02/11/2023 Jazz at Knicks,0022200851,2022-23,2023-02-11, Knicks,1610612752, Jazz,1610612762
02/10/2023 Knicks at 76ers,0022200837,2022-23,2023-02-10, 76ers,1610612755, Knicks,1610612752
02/07/2023 Knicks at Magic,0022200816,2022-23,2023-02-07, Magic,1610612753, Knicks,1610612752
02/05/2023 76ers at Knicks,0022200804,2022-23,2023-02-05, Knicks,1610612752, 76ers,1610612755
01/22/2023 Knicks at Raptors,0022200700,2022-23,2023-01-22, Raptors,1610612761, Knicks,1610612752
01/18/2023 Wizards at Knicks,0022200669,2022-23,2023-01-18, Knicks,1610612752, Wizards,1610612764
01/16/2023 Raptors at Knicks,0022200659,2022-23,2023-01-16, Knicks,1610612752, Raptors,1610612761
01/15/2023 Knicks at Pistons,0022200648,2022-23,2023-01-15, Pistons,1610612765, Knicks,1610612752
01/13/2023 Knicks at Wizards,0022200634,2022-23,2023-01-13, Wizards,1610612764, Knicks,1610612752
01/11/2023 Pacers at Knicks,0022200622,2022-23,2023-01-11, Knicks,1610612752, Pacers,1610612754
01/06/2023 Knicks at Raptors,0022200582,2022-23,2023-01-06, Raptors,1610612761, Knicks,1610612752
01/04/2023 Spurs at Knicks,0022200568,2022-23,2023-01-04, Knicks,1610612752, Spurs,1610612759
01/02/2023 Suns at Knicks,0022200550,2022-23,2023-01-02, Knicks,1610612752, Suns,1610612756
12/29/2022 Knicks at Spurs,0022200527,2022-23,2022-12-29, Spurs,1610612759, Knicks,1610612752
12/25/2022 76ers at Knicks,0022200493,2022-23,2022-12-25, Knicks,1610612752, 76ers,1610612755
12/21/2022 Raptors at Knicks,0022200471,2022-23,2022-12-21, Knicks,1610612752, Raptors,1610612761
12/18/2022 Knicks at Pacers,0022200446,2022-23,2022-12-18, Pacers,1610612754, Knicks,1610612752
12/11/2022 Kings at Knicks,0022200397,2022-23,2022-12-11, Knicks,1610612752, Kings,1610612758
12/09/2022 Knicks at Hornets,0022200377,2022-23,2022-12-09, Hornets,1610612766, Knicks,1610612752
11/29/2022 Knicks at Pistons,0022200309,2022-23,2022-11-29, Pistons,1610612765, Knicks,1610612752
11/27/2022 Grizzlies at Knicks,0022200296,2022-23,2022-11-27, Knicks,1610612752, Grizzlies,1610612763
11/25/2022 Trail Blazers at Knicks,0022200274,2022-23,2022-11-25, Knicks,1610612752, Trail Blazers,1610612757
11/21/2022 Knicks at Thunder,0022200254,2022-23,2022-11-21, Thunder,1610612760, Knicks,1610612752
11/20/2022 Knicks at Suns,0022200240,2022-23,2022-11-20, Suns,1610612756, Knicks,1610612752
11/15/2022 Knicks at Jazz,0022200208,2022-23,2022-11-15, Jazz,1610612762, Knicks,1610612752
11/13/2022 Thunder at Knicks,0022200192,2022-23,2022-11-13, Knicks,1610612752, Thunder,1610612760
11/11/2022 Pistons at Knicks,0022200178,2022-23,2022-11-11, Knicks,1610612752, Pistons,1610612765
11/04/2022 Knicks at 76ers,0022200122,2022-23,2022-11-04, 76ers,1610612755, Knicks,1610612752
10/26/2022 Hornets at Knicks,0022200058,2022-23,2022-10-26, Knicks,1610612752, Hornets,1610612766
10/24/2022 Magic at Knicks,0022200046,2022-23,2022-10-24, Knicks,1610612752, Magic,1610612753
10/21/2022 Pistons at Knicks,0022200023,2022-23,2022-10-21, Knicks,1610612752, Pistons,1610612765
10/19/2022 Knicks at Grizzlies,0022200009,2022-23,2022-10-19, Grizzlies,1610612763, Knicks,1610612752
04/02/2023 Pistons at Magic,0022201169,2022-23,2023-04-02, Magic,1610612753, Pistons,1610612765
03/31/2023 Magic at Wizards,0022201151,2022-23,2023-03-31, Wizards,1610612764, Magic,1610612753
03/28/2023 Magic at Grizzlies,0022201133,2022-23,2023-03-28, Grizzlies,1610612763, Magic,1610612753
03/21/2023 Wizards at Magic,0022201077,2022-23,2023-03-21, Magic,1610612753, Wizards,1610612764
03/16/2023 Magic at Suns,0022201046,2022-23,2023-03-16, Suns,1610612756, Magic,1610612753
03/14/2023 Magic at Spurs,0022201032,2022-23,2023-03-14, Spurs,1610612759, Magic,1610612753
03/09/2023 Jazz at Magic,0022200994,2022-23,2023-03-09, Magic,1610612753, Jazz,1610612762
03/05/2023 Trail Blazers at Magic,0022200966,2022-23,2023-03-05, Magic,1610612753, Trail Blazers,1610612757
03/03/2023 Magic at Hornets,0022200946,2022-23,2023-03-03, Hornets,1610612766, Magic,1610612753
02/25/2023 Pacers at Magic,0022200905,2022-23,2023-02-25, Magic,1610612753, Pacers,1610612754
02/23/2023 Pistons at Magic,0022200888,2022-23,2023-02-23, Magic,1610612753, Pistons,1610612765
02/14/2023 Magic at Raptors,0022200868,2022-23,2023-02-14, Raptors,1610612761, Magic,1610612753
02/05/2023 Magic at Hornets,0022200802,2022-23,2023-02-05, Hornets,1610612766, Magic,1610612753
02/01/2023 Magic at 76ers,0022200770,2022-23,2023-02-01, 76ers,1610612755, Magic,1610612753
01/30/2023 Magic at 76ers,0022200756,2022-23,2023-01-30, 76ers,1610612755, Magic,1610612753
01/25/2023 Pacers at Magic,0022200720,2022-23,2023-01-25, Magic,1610612753, Pacers,1610612754
01/21/2023 Magic at Wizards,0022200693,2022-23,2023-01-21, Wizards,1610612764, Magic,1610612753
01/13/2023 Magic at Jazz,0022200638,2022-23,2023-01-13, Jazz,1610612762, Magic,1610612753
01/10/2023 Magic at Trail Blazers,0022200616,2022-23,2023-01-10, Trail Blazers,1610612757, Magic,1610612753
01/09/2023 Magic at Kings,0022200610,2022-23,2023-01-09, Kings,1610612758, Magic,1610612753
01/05/2023 Grizzlies at Magic,0022200576,2022-23,2023-01-05, Magic,1610612753, Grizzlies,1610612763
01/04/2023 Thunder at Magic,0022200566,2022-23,2023-01-04, Magic,1610612753, Thunder,1610612760
12/30/2022 Wizards at Magic,0022200529,2022-23,2022-12-30, Magic,1610612753, Wizards,1610612764
12/28/2022 Magic at Pistons,0022200515,2022-23,2022-12-28, Pistons,1610612765, Magic,1610612753
12/23/2022 Spurs at Magic,0022200479,2022-23,2022-12-23, Magic,1610612753, Spurs,1610612759
12/11/2022 Raptors at Magic,0022200398,2022-23,2022-12-11, Magic,1610612753, Raptors,1610612761
12/09/2022 Raptors at Magic,0022200379,2022-23,2022-12-09, Magic,1610612753, Raptors,1610612761
12/03/2022 Magic at Raptors,0022200340,2022-23,2022-12-03, Raptors,1610612761, Magic,1610612753
11/27/2022 76ers at Magic,0022200297,2022-23,2022-11-27, Magic,1610612753, 76ers,1610612755
11/25/2022 76ers at Magic,0022200273,2022-23,2022-11-25, Magic,1610612753, 76ers,1610612755
11/21/2022 Magic at Pacers,0022200249,2022-23,2022-11-21, Pacers,1610612754, Magic,1610612753
11/19/2022 Magic at Pacers,0022200236,2022-23,2022-11-19, Pacers,1610612754, Magic,1610612753
11/14/2022 Hornets at Magic,0022200200,2022-23,2022-11-14, Magic,1610612753, Hornets,1610612766
11/11/2022 Suns at Magic,0022200177,2022-23,2022-11-11, Magic,1610612753, Suns,1610612756
11/05/2022 Kings at Magic,0022200132,2022-23,2022-11-05, Magic,1610612753, Kings,1610612758
